LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
4,20,0,5,10,9,2,41,54.20652329,13.9209717,10479.7023,0.251317138,138,0.070439046,582.2066236,753.3465657,58,80,29,13,53,Y
6,18,0,9,9,9,4,40,64.30217638,12.85602729,10500.09165,0.276147948,147,0.076536987,583.3417152,820.1058425,61,85,33,14,59,Y
7,17,0,9,9,9,4,39,66.29090357,12.64561177,10503.13606,0.280957445,148,0.077739361,583.5112499,833.2177348,61,86,34,14,60,Y
26,24,1,75,12,7,5,104,79.86203815,53.02297356,222138.1035,1.399095882,636,0.02,12341.00481,4203.445506,284,351,71,26,207,Y
28,40,1,63,20,11,12,131,88.10707364,50.49885236,220916.1438,1.466363072,656,0.02,12273.1194,4398.533167,283,372,76,27,224,Y
30,54,1,52,27,15,18,154,95.52382293,48.2283013,219816.9406,1.526872681,675,0.02,12212.05368,4574.022561,283,392,81,27,240,Y
3,3,0,0,2,1,1,9,17.23898397,8.560071341,1250.632395,0.047372277,34,0.117372277,69.47978022,146.5847695,11,22,7,11,15,Y
2,5,0,0,3,1,1,11,12.00188085,10.40959831,1287.426987,0.04,30,0.096005738,71.52333434,124.0358562,12,17,6,10,16,Y
2,4,0,0,2,1,1,9,14.93067823,9.218207169,1261.676299,0.042462707,33,0.112462707,70.09701659,137.1389864,12,20,7,10,13,Y
2,6,0,3,3,2,2,8,12.72261575,10.01721504,1275.782588,0.04,31,0.100965922,70.87568038,127.3600658,11,20,6,11,17,Y
2,4,0,0,2,1,1,10,14.48085752,9.340240546,1259.632949,0.041043715,32,0.111043715,69.98349717,135.0076593,12,20,7,10,14,Y
30,7,4,13,4,3,1,31,32.39809273,15.05576502,7272.947148,0.158961294,92,0.069480647,404.0531653,484.8576706,40,51,21,15,88,Y
6,11,4,4,6,1,1,14,16.83530772,20.8524863,7274.178888,0.117204956,74,0.048602478,404.1234389,349.662419,30,44,10,14,31,Y
6,8,0,1,4,1,2,18,19.93089733,19.38834076,7125.537368,0.127515946,77,0.053757973,395.8654801,374.0436243,32,45,13,15,28,Y
6,11,4,4,6,1,1,13,17.186212,20.62640032,7292.643361,0.118774998,75,0.049387499,405.149461,353.9133065,30,45,10,14,31,Y
23,8,3,11,4,3,1,28,27.25564557,17.24813996,7219.660981,0.14333867,85,0.061669335,401.092678,436.6931199,37,47,18,15,73,Y
28,8,9,13,6,4,1,48,40.36437496,22.65187636,20677.92637,0.30619086,155,0.04,1148.770777,913.3428679,58,96,33,25,101,Y
22,10,6,11,6,4,2,45,36.6250468,23.99713459,20759.03146,0.292313754,154,0.04,1153.277666,869.5582835,56,97,27,23,88,Y
31,8,11,13,6,4,1,44,40.12239731,22.8025933,20641.84362,0.304994788,153,0.04,1146.766154,908.6859138,58,95,33,26,102,Y
22,6,7,9,4,2,1,41,40.40833997,22.55313899,20548.46478,0.306103426,163,0.04,1141.578693,911.194691,59,104,28,21,83,Y
8,15,2,3,8,2,6,19,19.79319498,15.80695409,4801.853896,0.10516794,61,0.06516794,266.7725076,306.662155,25,36,14,17,36,Y
16,7,6,7,4,2,1,20,25.04188531,13.87102069,4786.949498,0.116135566,66,0.076135566,265.9402376,345.8363838,27,39,18,18,53,Y
18,8,6,10,4,3,2,18,27.01248237,13.30027352,4779.021613,0.12,68,0.08,265.5002529,359.3035059,28,39,19,18,55,Y
18,6,4,5,3,3,1,24,30.69455528,12.49054843,4748.524961,0.125953557,74,0.08,263.806255,381.2143969,30,43,19,15,56,Y
15,73,0,19,37,16,19,96,53.8871879,35.33316313,67090.74592,0.636389774,329,0.03,3727.266712,1900.338265,131,197,35,19,133,Y
14,24,0,0,12,9,4,83,64.52800926,32.15496162,66392.62571,0.686661647,341,0.030475832,3688.480423,2067.870448,157,184,47,19,100,Y
14,31,1,11,16,10,7,85,63.08832473,32.3274871,65946.2226,0.68,337,0.03,3663.678217,2039.715565,141,195,45,20,115,Y
6,13,0,3,7,5,6,27,63.20678519,10.6267037,7138.190161,0.221582407,119,0.091582407,396.5661482,671.654513,55,63,36,13,39,Y
5,6,0,0,3,3,3,21,52.03438543,11.77475263,7131.714632,0.199139372,113,0.083046457,396.2084692,607.9457342,45,67,27,14,33,Y
7,13,0,2,7,5,7,26,63.66979318,10.58850442,7124.414269,0.222114491,120,0.091057246,395.8015832,673.2168462,56,63,35,13,39,Y
8,7,3,1,4,3,3,25,71.07205472,10.05178455,7135.964928,0.233296155,131,0.096648078,396.4445289,711.4860911,62,68,32,10,41,Y
5,15,1,3,8,6,7,37,63.06600962,11.51526636,8314.538336,0.238585426,128,0.082861809,461.9217332,723.5787032,54,73,35,15,49,Y
5,16,1,2,9,6,8,36,61.94204856,11.59903986,8294.276495,0.235967504,126,0.081989168,460.7960269,716.3401497,54,72,35,15,47,Y
8,11,1,0,6,6,1,31,93.53814131,9.392937452,8173.369066,0.286181153,153,0.108090577,454.0725946,873.1214044,59,94,38,12,43,Y
5,18,0,0,9,5,9,33,58.95041507,11.84946389,8246.136398,0.229073771,123,0.079814754,458.121446,696.9316415,54,68,34,15,43,Y
4,13,2,4,8,6,6,38,65.01857126,11.36973382,8349.737505,0.243133318,130,0.084377773,463.8773268,736.1536247,53,76,35,15,51,Y
7,33,0,2,21,21,8,70,47.19697412,27.11115281,34672.077,0.42891865,204,0.03978373,1926.222236,1279.129719,81,122,46,30,82,Y
1,5,0,0,3,2,2,11,18.29105409,9.170414294,1538.074568,0.06,38,0.11,85.44707971,167.7079285,13,25,8,12,15,Y
2,4,0,0,2,2,2,12,18.30589027,9.164654365,1537.362257,0.06,38,0.11,85.40763293,167.7367282,12,25,8,12,18,Y
1,5,0,0,3,2,3,11,17.78028463,9.362166247,1559.164199,0.06,38,0.11,86.61719899,166.5111385,13,25,8,12,15,Y
0,6,0,0,3,3,3,11,18.30556092,9.242773227,1561.347971,0.06,38,0.111321618,86.73692105,169.0153371,13,24,9,12,15,Y
1,4,0,0,2,2,1,10,19.95933398,7.692694255,1180.10323,0.05,34,0.13,65.56240166,153.4725428,14,20,10,11,13,Y
2,5,0,2,3,2,1,9,20.59041617,7.545883188,1171.87162,0.05,34,0.13,65.10210215,155.3327595,14,20,11,11,16,Y
0,3,0,0,2,1,1,12,17.6206855,8.234620815,1189.689775,0.05,31,0.122176042,66.09498747,144.6694409,12,19,10,13,15,Y
1,3,0,0,2,2,1,11,19.88523971,7.714305084,1182.409414,0.05,35,0.13,65.690523,153.338247,14,21,9,10,14,Y
4,10,0,0,8,2,2,23,42.95237784,11.22685554,5280.717736,0.158203312,89,0.088203312,293.3754015,474.1424454,29,60,22,17,30,Y
1,14,0,0,12,1,1,30,49.24603328,10.41728205,5259.649364,0.165987673,91,0.095987673,292.2038553,507.6229798,29,61,27,18,33,Y
0,16,0,1,13,1,3,34,47.98753368,10.57466067,5264.10758,0.164253393,93,0.094253393,292.4504978,501.0200891,29,63,25,17,38,Y
0,14,0,0,13,1,1,33,51.32758952,10.11494588,5241.200334,0.168381044,93,0.098381044,291.1774525,518.5061698,32,61,28,18,35,Y
1,13,0,0,12,1,1,29,48.45889419,10.51853433,5262.284357,0.165014093,91,0.095014093,292.350379,503.435614,29,61,27,18,33,Y
66,41,0,25,21,8,16,111,61.83975933,45.0323692,116829.243,0.890285098,428,0.02,6490.51443,2661.346651,174,253,49,24,205,Y
45,44,2,15,22,12,16,103,69.24032448,41.13764171,117145.876,0.949611024,449,0.02,6508.104779,2847.904358,188,261,56,24,168,Y
22,25,0,11,13,5,1,72,46.62000087,30.02580032,41410.22961,0.460611787,243,0.034373112,2300.565604,1385.962324,101,141,32,19,108,Y
31,31,0,1,29,1,1,75,55.5724664,27.3470663,41569.10973,0.509449474,238,0.04,2309.393751,1519.89349,44,194,36,46,111,Y
32,18,0,16,9,7,1,56,51.48064463,28.46921954,41345.34516,0.486310055,249,0.038044294,2296.960504,1456.808777,99,149,36,21,106,Y
20,26,0,10,13,4,1,75,45.5742136,30.36070501,41424.18977,0.4550827,242,0.033583243,2301.341255,1370.719421,102,139,31,18,108,Y
2,2,0,0,1,1,1,8,18.32817183,3.468934076,220.4011163,0.02,17,0.291827407,12.24279185,63.55141997,6,10,6,6,12,Y
2,1,0,0,1,1,1,8,19.64987927,3.386024146,225.3004854,0.02,17,0.294397585,12.51849417,66.52644588,8,8,7,6,13,Y
1,1,0,0,1,1,1,11,19.56279474,3.373350621,222.7032688,0.02,17,0.297449963,12.37395106,65.98904383,9,7,8,6,15,Y
2,1,0,0,1,1,1,11,19.79872488,3.356255023,223.2226006,0.02,17,0.297374498,12.40239459,66.46988454,9,7,8,6,15,Y
22,34,0,33,17,13,1,110,106.5941614,34.75596802,128184.5031,1.230971798,574,0.029607469,7121.359703,3694.174448,241,332,67,19,169,Y
19,33,2,25,17,12,3,109,97.1284033,36.76304947,128070.9353,1.169747828,543,0.026945558,7115.050972,3513.547766,231,312,67,21,157,Y
2,2,0,0,1,1,1,8,16.36950107,3.88079087,240.6975513,0.02,16,0.255323779,13.37125885,62.47651895,8,8,7,6,13,Y
2,1,0,0,1,1,1,14,21.73019144,3.301425533,236.8297372,0.02,17,0.3,13.15723402,71.73485091,10,7,9,6,18,Y
2,1,0,0,1,1,1,12,21.29588427,3.328508387,235.5759045,0.02,18,0.297807047,13.08815941,70.81799843,10,7,9,6,16,Y
1,1,0,0,1,1,1,2,9.561810225,2.549940475,62.16800416,0.01,8,0.39412465,3.450444676,24.37308473,3,5,3,4,6,Y
0,1,0,0,1,1,1,2,10.51092658,2.536949234,67.47391819,0.01,9,0.395653031,3.747826516,26.6239872,3,5,3,4,5,Y
2,1,0,0,1,1,1,3,9.529191393,2.59259587,64.01975013,0.01,8,0.389106368,3.553319452,24.69174562,3,5,3,4,7,Y
0,1,0,0,1,1,1,2,9.560749664,2.551327362,62.22821138,0.01,8,0.393961487,3.453789521,24.38344559,3,5,3,4,5,Y
1,1,0,0,1,1,1,3,9.985976384,2.604048131,67.42655426,0.01,9,0.387759043,3.743879522,25.94115725,3,5,3,4,7,Y
37,43,0,0,38,2,4,192,69.28904256,38.72740319,101137.7982,0.876418219,382,0.028400868,5618.764369,2636.313151,130,251,78,45,232,Y
29,35,2,2,29,5,2,158,56.45031053,45.35465823,100698.2213,0.778610667,355,0.026018505,5594.344402,2333.62503,121,233,61,39,196,Y
1,3,0,0,2,1,1,12,18.07088817,8.139580049,1192.029855,0.05,33,0.124200322,66.22499196,146.6663475,12,20,9,12,17,Y
1,3,0,0,2,1,1,12,17.06233401,8.367793035,1193.68624,0.05,31,0.120519467,66.31701332,142.6910246,12,19,9,13,17,Y
2,3,0,0,2,1,1,12,19.47162239,7.82262559,1189.729379,0.05,35,0.12931249,66.09718774,152.1874897,13,21,9,10,17,Y
7,6,0,2,6,6,1,44,56.28937844,25.39916868,36245.28233,0.474778177,247,0.04,2013.625693,1427.912971,95,151,36,19,57,Y
10,4,0,3,4,4,1,41,57.39056497,25.17786052,36323.18994,0.480132407,253,0.04,2017.953695,1443.409896,95,157,34,18,58,Y
7,6,0,2,6,6,1,44,56.28371685,25.4003065,36244.88178,0.474750649,247,0.04,2013.603441,1427.833296,95,151,36,19,57,Y
14,1,0,5,1,1,1,37,58.96326773,24.8958711,36464.78675,0.48784221,263,0.039760246,2025.819953,1465.736863,95,168,30,16,59,Y
50,53,5,38,29,23,7,249,121.8763807,69.70863632,580463.1751,2.792878083,1184,0.016869746,32247.95615,8384.206642,450,733,104,31,345,Y
0,2,0,0,1,1,1,9,17.07488431,3.409934074,196.632255,0.02,16,0.297205274,10.92415913,57.82639285,7,9,5,5,12,Y
0,2,0,0,1,1,1,11,18.4550424,3.276970867,195.1297708,0.02,16,0.307842331,10.84172194,59.82881874,8,8,7,5,14,Y
18,31,0,39,16,11,5,94,73.11865825,33.98628715,81589.34231,0.808895151,402,0.03,4532.737741,2428.971343,155,247,45,19,155,Y
19,30,0,32,15,10,2,90,69.38019484,37.96231033,81392.06003,0.772934721,384,0.027144749,4521.778492,2313.39185,156,227,44,19,145,Y
19,34,0,33,17,11,1,98,78.7208502,32.61025682,81846.99582,0.845293622,415,0.03,4547.050655,2529.219469,168,247,48,18,153,Y
18,8,4,8,6,5,1,52,38.38142167,23.28300988,20748.06748,0.297662029,156,0.04,1152.668453,891.9440299,60,96,29,22,87,Y
14,12,0,4,7,7,1,48,39.75845728,22.86402656,20758.72314,0.306711414,169,0.04,1153.262214,908.3570908,67,102,24,16,69,Y
32,8,11,14,6,4,1,46,41.09754141,22.41852445,20651.99277,0.309344264,155,0.04,1147.329671,921.2547587,58,96,34,26,106,Y
9,8,0,4,6,6,1,53,41.57435202,22.56473973,20887.47622,0.307546215,170,0.044386554,1160.416184,929.8548634,64,105,26,18,69,Y
21,8,0,7,4,4,1,26,35.89989046,19.97479181,14323.96846,0.24,134,0.05,795.7755331,717.0859097,51,83,22,17,57,Y
9,12,0,5,6,5,4,25,33.38827814,20.72412004,14328.28772,0.231534492,132,0.05,796.0150028,691.6212659,48,83,20,17,43,Y
23,10,0,8,5,4,1,30,37.82774601,19.49537297,14323.37893,0.248538106,137,0.05,795.742075,735.5455074,51,86,23,17,64,Y
17,7,0,7,4,3,1,26,36.09346217,19.90815237,14304.3844,0.24,134,0.05,794.6886755,718.5202443,53,81,23,17,52,Y
3,9,0,0,5,3,3,15,14.62564981,17.75221993,4369.770223,0.08692825,51,0.054618833,242.7634304,250.3846603,22,29,10,17,21,Y
3,10,1,0,5,3,5,24,19.98703652,15.2047924,4388.724724,0.102305076,60,0.064870051,243.8141802,293.9625856,24,35,12,15,31,Y
4,9,0,1,5,3,1,18,20.11534641,15.59635254,4359.474439,0.09595965,59,0.06595965,242.1942421,290.7210431,25,34,13,15,26,Y
3,9,0,0,5,3,1,12,16.31180517,16.5537998,4411.81893,0.088090346,59,0.058090346,245.0973499,267.74715,29,29,10,12,21,Y
5,7,0,0,5,4,1,20,23.2495608,14.24683293,4399.212647,0.103421982,62,0.073421982,244.3979784,316.7164809,22,40,14,18,27,Y
15,16,0,0,8,8,2,81,72.14995762,28.43093462,56738.45786,0.667749285,321,0.037849952,3152.133495,2014.916208,141,180,54,22,99,Y
6,27,0,6,14,13,5,81,62.15332047,30.36230149,56265.3009,0.621280089,308,0.032843644,3125.848546,1864.368106,133,175,45,20,96,Y
4,88,0,0,44,17,43,82,72.4895865,28.15008705,57368.46055,0.675998368,353,0.04,3187.132364,2038.699048,126,226,38,16,88,Y
15,17,0,0,9,8,3,80,68.23523779,29.38273857,56735.85285,0.648083914,313,0.036538928,3151.989282,1956.010556,135,178,52,22,98,Y
3,3,0,0,2,2,1,7,33.86757093,6.701539473,1513.730466,0.078273909,48,0.148273909,84.09427856,226.1980944,21,27,15,9,12,Y
3,3,0,0,2,2,1,7,35.08007458,6.562474226,1511.586863,0.079973678,48,0.149947357,83.97539592,230.2571441,20,27,15,9,12,Y
3,3,0,1,2,2,1,10,31.68665935,6.983849434,1528.083254,0.075490963,48,0.140981927,84.89435249,219.5524208,20,27,14,9,17,Y
3,3,0,0,2,2,1,8,32.5836303,6.84899484,1516.064577,0.076475673,48,0.146475673,84.22375157,221.9039064,22,26,14,9,13,Y
11,16,4,6,8,6,3,55,58.32175542,27.65132467,44507.98112,0.533352705,272,0.04,2472.665184,1610.66944,128,144,41,18,82,Y
14,12,0,8,6,5,1,52,61.21348494,26.97402055,44538.63974,0.548119589,278,0.04,2474.366581,1651.141219,131,146,43,17,79,Y
8,17,0,17,9,9,1,48,49.38660608,30.2584856,44929.24709,0.498420067,270,0.031403345,2496.068571,1487.760747,108,162,29,16,76,Y
20,21,0,6,11,5,3,79,55.15690923,39.97017483,84425.49202,0.713604061,352,0.027422448,4690.302747,2144.01836,154,197,45,22,109,Y
21,21,0,6,11,5,3,78,55.98735117,39.59583378,84416.38535,0.719242671,353,0.027735704,4689.796838,2161.363663,156,197,46,22,109,Y
20,17,0,10,9,7,2,83,57.41360218,38.36579215,84068.72216,0.731157157,366,0.03,4670.483143,2195.250501,157,208,43,21,117,Y
20,17,0,10,9,7,2,83,57.24093825,38.42147264,84058.08863,0.730068939,366,0.03,4669.892422,2191.798673,156,209,43,21,117,Y
12,57,0,8,29,13,15,130,67.61376107,40.71737728,111950.3962,0.919245739,434,0.02,6219.468592,2750.614788,170,263,55,26,154,Y
18,56,1,17,29,14,15,135,66.28352287,41.23782419,112265.188,0.910969749,429,0.02,6236.957769,2725.949566,173,255,55,26,175,Y
2,5,0,0,3,3,1,13,23.25793832,6.744908843,1058.372724,0.05,36,0.15,58.79914465,156.9018657,14,22,9,9,17,Y
2,2,0,0,1,1,1,8,20.92345062,7.087676284,1048.109855,0.05,34,0.142815398,58.22872442,148.0168173,13,21,9,9,14,Y
2,3,0,0,2,2,1,11,29.43301136,6.01071453,1050.10795,0.05770089,39,0.165401781,58.33933056,175.4750163,17,22,13,9,15,Y
2,4,0,0,2,2,1,12,26.97400469,6.306164642,1054.428908,0.054623285,38,0.15924657,58.57938377,168.1595484,16,22,11,9,16,Y
2,5,0,0,3,2,1,11,19.13829527,7.485509633,1058.306441,0.05,33,0.13571826,58.7971826,142.0027916,14,19,9,9,16,Y
14,18,0,1,9,4,6,52,43.39446294,27.73046031,33091.75439,0.39679677,205,0.037359354,1838.432382,1196.804511,87,117,34,22,71,Y
11,17,2,6,9,4,3,39,37.31626212,29.76848045,32888.92657,0.366913776,190,0.031382755,1827.166494,1106.802912,77,113,31,24,62,Y
15,18,0,0,9,4,7,57,45.73603051,26.94533294,33169.89184,0.408308901,211,0.03966178,1842.772456,1231.476749,91,119,35,21,75,Y
8,17,0,1,9,4,7,39,21.9524569,39.60797452,32807.14719,0.277896805,154,0.021789681,1822.622365,840.9676463,61,92,19,24,50,Y
0,2,0,0,1,1,1,4,13.67817338,3.102241731,130.302275,0.01,12,0.321820662,7.240896692,42.13895501,4,8,4,6,6,Y
0,2,0,0,1,1,1,4,13.74283742,3.093082518,130.2357791,0.01,12,0.322553399,7.237233007,42.23311172,4,8,4,6,6,Y
0,2,0,0,1,1,1,4,13.95641616,3.062830573,130.01615,0.01,12,0.324973554,7.225132229,42.54410171,4,8,4,6,6,Y
0,3,0,0,2,1,1,5,14.48164335,3,130.3017091,0.01,13,0.33,7.241513569,43.43631384,4,8,4,6,7,Y
0,1,0,0,1,1,1,3,13.98102939,3,125.8042278,0.01,12,0.33,6.990514696,41.93308818,4,7,4,6,6,Y
14,51,2,13,26,17,14,102,73.26932015,32.45641198,72505.82623,0.761372606,362,0.035303457,4028.098317,2281.440597,132,230,53,25,134,Y
7,67,2,19,34,12,16,86,88.9033082,28.59285931,72678.51977,0.844341317,409,0.032170658,4037.696318,2541.728201,162,247,55,19,117,Y
16,40,0,6,20,14,10,90,75.94284174,30.91531919,71837.3231,0.777911962,375,0.032537451,3990.963754,2331.596219,152,223,53,21,116,Y
1,3,0,1,2,2,1,8,21.02696784,5.895387286,717.8908754,0.04,28,0.168138381,39.8837563,122.4718922,11,16,9,9,13,Y
1,3,0,1,2,2,1,8,21.54038229,5.813633393,716.5239503,0.04,28,0.170590998,39.80854272,123.8878696,11,17,10,10,12,Y
3,3,0,4,2,2,1,8,17.10756732,6.533590976,728.097836,0.039816443,27,0.149449328,40.44550672,111.5594626,12,14,7,8,18,Y
3,3,0,3,2,2,1,8,15.1504431,7.070553094,729.6617749,0.036882224,26,0.140646671,40.53353329,104.5173365,12,14,7,8,16,Y
2,4,0,1,2,2,1,8,12.97572606,7.667214588,731.3995922,0.033621778,24,0.130865335,40.63134665,96.6922677,11,13,6,9,14,Y
8,13,0,0,7,4,3,47,42.09010245,27.17083745,31069.30106,0.379532752,210,0.03990655,1726.07672,1143.512558,83,127,25,17,59,Y
8,13,0,0,7,4,3,46,42.554725,27.02546309,31051.22619,0.381648847,211,0.04,1725.072475,1149.258331,83,127,26,17,58,Y
8,16,0,0,8,4,7,31,28.96017963,32.98247044,30855.92547,0.311848961,179,0.03148112,1714.215427,941.7647162,80,99,20,17,41,Y
6,19,0,0,10,8,7,46,49.75531497,24.96164119,30728.75565,0.414201243,214,0.04,1707.155636,1234.513056,87,127,34,19,57,Y
13,23,0,7,12,7,10,85,68.37651975,35.28275366,74671.90554,0.738186801,362,0.032653697,4148.436248,2205.063641,151,211,47,20,108,Y
16,32,5,37,16,9,12,72,31.1318365,51.51709038,75218.57698,0.502407432,268,0.023120372,4178.807921,1504.384823,107,160,25,23,134,Y
3,17,0,0,9,7,5,39,54.80719872,37.10716006,75283.5332,0.679622833,347,0.03,4182.418071,2030.590015,137,210,37,20,44,Y
8,20,0,2,10,7,8,78,55.67844457,37.05220653,74683.15288,0.679883257,345,0.03,4149.065242,2030.972329,137,208,38,20,91,Y
2,9,0,0,5,3,4,23,26.12117159,20,10447.77954,0.170360374,100,0.05,580.4315409,522.3770355,40,60,18,18,28,Y
5,16,0,14,8,4,7,26,25.53167694,20.37311165,10596.92536,0.17,103,0.05,588.714929,520.1445249,36,67,15,17,49,Y
3,9,0,0,5,3,4,22,26.21700575,20,10486.63565,0.173451798,99,0.05,582.5893553,524.324633,40,59,19,19,28,Y
2,9,0,1,5,3,4,24,27.67315229,19.56768404,10434.49613,0.175324088,103,0.051064818,579.6933783,535.7743416,41,62,18,17,29,Y
2,7,0,0,4,2,3,25,27.61016346,19.43928317,10407.47233,0.174918569,108,0.05,578.1928982,535.823621,41,66,16,15,30,Y
7,12,0,3,6,6,3,42,43.38245601,18.9618638,15536.03864,0.274630644,152,0.052315322,863.1101407,820.4321352,60,91,26,16,56,Y
11,7,0,0,4,3,1,37,46.63137054,18.44483846,15649.19016,0.281134107,166,0.057783527,869.3990211,852.4550339,64,101,22,12,50,Y
8,7,0,1,4,4,1,35,47.50401219,18.16848918,15610.1069,0.284610199,164,0.057305099,867.2267071,860.5649153,65,99,24,13,47,Y
11,8,0,0,5,3,1,37,46.33684448,18.51183366,15649.10273,0.280291401,165,0.05757285,869.3941756,849.6239601,64,101,22,12,51,Y
12,17,0,15,9,6,4,39,41.84230856,30.6290917,39258.74771,0.430166539,226,0.03,2181.037146,1281.652872,78,148,28,22,70,Y
8,18,0,3,9,4,4,61,44.92407351,29.58859889,39305.26806,0.446051925,226,0.03,2183.626464,1328.665673,98,127,36,22,74,Y
7,22,1,3,11,7,8,54,45.55187515,29.39906243,39382.29542,0.45,231,0.03,2187.907288,1339.394636,106,125,35,19,66,Y
9,48,0,7,24,7,22,42,55.42656809,32.24769161,57596.91243,0.597010586,296,0.03,3199.830649,1786.456426,119,176,42,22,61,Y
16,35,0,11,18,10,12,80,88.01884868,38.03450338,126634.5511,1.112034485,503,0.03,7035.256388,3335.522897,225,277,73,24,108,Y
20,42,0,63,21,9,3,142,88.49254242,37.78593976,126336.2078,1.119125626,487,0.03,7018.677799,3343.634808,219,268,86,29,227,Y
36,69,0,4,35,34,1,144,103.8990608,35.03063696,127310.9402,1.21317204,612,0.03,7072.826562,3636.03371,209,402,46,15,188,Y
22,35,0,31,18,13,2,106,105.2878302,34.94364337,127989.2699,1.222685798,568,0.03,7110.514034,3668.679247,240,328,67,19,162,Y
13,50,0,7,25,18,20,103,79.16482449,40.89854383,123506.0371,1.027968174,484,0.022145565,6861.447656,3086.040669,193,290,58,24,126,Y
17,83,0,19,42,30,34,113,107.66136,35.32340831,123221.5709,1.199962573,548,0.026340551,6845.645146,3593.843645,215,333,70,22,152,Y
12,31,0,0,17,8,3,107,51.14504767,49.1751562,122005.95,0.833475194,408,0.02,6778.10889,2492.456039,155,253,42,26,122,Y
6,21,0,4,11,8,6,82,48.91215594,50.89870248,126606.2613,0.831536928,440,0.02,7033.683929,2488.0927,153,286,30,20,96,Y
13,47,0,6,24,17,19,102,76.84619023,41.3521674,123529.1828,1.013973767,478,0.021804238,6862.733435,3044.723037,191,287,57,24,124,Y
4,37,0,9,19,14,14,68,52.43282717,22.54483793,25534.28623,0.384262849,209,0.047660259,1418.574199,1149.74242,78,131,28,16,83,Y
6,10,0,0,5,3,2,32,24.36887923,37.44014884,25485.92289,0.249179825,151,0.033223977,1415.888297,757.7590074,56,95,15,15,41,Y
8,11,0,0,6,4,2,37,32.640287,27.91243735,25425.74507,0.3,172,0.04,1412.545252,910.9657444,68,104,21,17,47,Y
5,9,0,0,5,3,2,31,22.33834102,39.75805074,25481.8387,0.236793459,146,0.031572461,1415.661213,719.8881072,53,93,13,15,39,Y
2,6,0,0,3,2,1,24,13.17957492,50.21297405,25463.41688,0.180924613,122,0.024123282,1414.636951,549.070974,39,82,7,14,29,Y
1,4,0,0,2,1,1,7,12.73152059,8.153400435,846.4573771,0.03,27,0.125351502,47.02618459,103.7912914,10,17,5,8,11,Y
1,5,0,0,3,1,2,8,13.09513124,7.844118301,806.0928949,0.03,25,0.13,44.78144548,102.7177117,9,16,6,10,11,Y
1,5,0,0,3,1,2,7,13.02961275,8,833.9653614,0.03,25,0.13,46.32864463,104.246902,8,17,5,11,12,Y
1,5,0,0,3,1,1,9,13.05775951,7.884258303,811.9657924,0.03,26,0.13,45.10810205,102.9474786,9,16,5,9,12,Y
1,2,0,0,1,1,1,5,12.82694922,3.657689887,171.306282,0.016154008,14,0.276154008,9.520776332,46.87237306,6,8,4,5,8,Y
1,1,0,0,1,1,1,5,12.74676295,3.65868895,169.7948564,0.013652442,14,0.277304884,9.436274543,46.50206881,5,8,4,5,8,Y
1,1,0,0,1,1,1,5,12.81589197,3.651803588,170.0493394,0.013927856,14,0.277855713,9.45032068,46.66208461,5,8,4,5,8,Y
1,1,0,0,1,1,1,4,12.53955357,3.576089812,160.1453204,0.01,13,0.283912815,8.895223216,44.79042804,4,8,4,6,7,Y
0,2,0,0,1,1,1,5,10.39503293,3.984471744,164.9381386,0.01,13,0.25124226,9.165590172,41.40689829,4,8,3,5,7,Y
2,3,0,0,2,1,2,11,11.60253332,14.52356308,2445.573919,0.05542359,41,0.07,135.8609805,168.4331322,13,27,5,12,17,Y
4,11,0,0,6,2,6,15,19.11073127,11.56566429,2423.829684,0.073051998,45,0.085367999,134.655152,213.5859275,15,29,10,15,21,Y
4,7,0,0,4,1,4,15,12.1625831,14.3096055,2420.426925,0.052676197,37,0.071784131,134.4649778,170.6405307,11,26,6,15,21,Y
3,7,0,0,4,1,3,13,13.39325408,13.78947098,2407.095137,0.054223161,39,0.076334741,133.7241743,177.5976885,13,26,7,15,19,Y
4,10,0,0,5,2,5,15,16.38680669,12.64138817,2422.49568,0.065063949,42,0.080042633,134.5805969,196.7497837,14,28,9,15,21,Y
2,3,0,1,2,2,1,16,42.96625721,7.969817468,2725.541994,0.109799883,72,0.129599766,151.4174219,342.1180071,29,42,16,9,22,Y
2,2,0,0,1,1,1,14,40.10241231,8.304111169,2723.069673,0.10747145,71,0.1249429,151.2813866,329.6680009,28,42,15,9,20,Y
0,4,0,0,3,2,1,20,38.67239069,8.452227277,2734.338444,0.104825987,65,0.119651974,151.9077493,324.6225559,25,40,18,13,24,Y
1,14,0,0,10,4,1,52,31.61813265,23.22152012,17047.73063,0.24,140,0.04,947.0950684,734.1303864,49,91,19,18,56,Y
1,15,0,0,10,4,1,49,29.27966528,24.2999307,17022.92949,0.232063611,137,0.04,945.7182227,704.2711958,46,90,17,17,53,Y
